taxon	min_yr	max_yr
Liometopum_incognitum	33.9	38.
Gnamptogenys_levinates	13.82	20.44
Camponotus_microcephalus	33.9	37.2
Prionomyrmex_janzeni	33.9	38.
Myrmica_eocenica	33.9	38.
Anochetus_dubius	13.82	20.44
Proceratium_dominicanum	13.82	20.44
Gerontoformica_pilosus	93.5	99.6
Brownimecia_clavata	89.8	93.9
Camelomecia_janovitzi	98.17	99.41
Gerontoformica_gracilis	93.5	99.6
Gerontoformica_magnus	93.5	99.6
Gerontoformica_pilosus	93.5	99.6
Gerontoformica_spiralis	93.5	99.6
Haidomyrmex_scimitarus	93.5	99.6
Haidomyrmodes_mammuthus	98.0	100.0
Haidoterminus_cippus	78.0	79.0
Kyromyrma_sp	89.8	93.9
Myanmyrma_gracilis	93.5	99.6
Sphecomyrma_freyi	79.0	92.0
Zigrasimecia_sp	98.17	99.41
