taxon	age
Acanthognathus poinari	20.44
Acanthostichus hispaniolicus	20.44
Afropone oculata	93.9
Alloiomma changweiensis	20.44
Archimyrmex piatnitzkyi	47.8
Attopsis longipennis	12.7
Bradoponera wunderlichi	38.
Britaneuretus anglicus	38.
Brownimecia clavata	93.9
Canapone dentata	83.5
Casaleia eocenica	48.6
Ceratomyrmex ellenbergeri	99.6
Eulithomyrmex rugosus	37.2
Formicium berryi	41.3
Paraponera dieteri	20.44
Pseudomyrmex extinctus	37.2
