taxon	min_yr	max_yr
Liometopum_incognitum	33.9	38.
Rhytidoponera_gibsoni	20.44	23.03
Formica_buphthalma	15.97	16.9
Prionomyrmex_janzeni	33.9	38.
Tetramorium_paraarmatum	33.9	38.
Anochetus_lucidus	13.82	20.44
Discothyrea_gigas	13.82	20.44
Gerontoformica_pilosus	93.5	99.6
