taxon	min_yr	max_yr
Liometopum_incognitum	33.9	38.
Ectatomma_gracile	5.333	11.608
Pseudocamponotus_elkoanus	28.4	37.2
Myrmeciites_herculeanus	47.8	56.
Cephalotes_serratus	13.82	20.44
Pachycondyla_nubeculata	15.97	20.44
Proceratium_gibberum	13.82	20.44
Gerontoformica_rugosus	93.5	99.6
Brownimecia_clavata	89.8	93.9
Camelomecia_janovitzi	98.17	99.41
Gerontoformica_gracilis	93.5	99.6
Gerontoformica_magnus	93.5	99.6
Gerontoformica_pilosus	93.5	99.6
Gerontoformica_spiralis	93.5	99.6
Haidomyrmex_scimitarus	93.5	99.6
Haidomyrmodes_mammuthus	98.0	100.0
Haidoterminus_cippus	78.0	79.0
Kyromyrma_sp	89.8	93.9
Myanmyrma_gracilis	93.5	99.6
Sphecomyrma_freyi	79.0	92.0
Zigrasimecia_sp	98.17	99.41
